Timestamp,Open,High,Low,Close,Volume,Ticker,return,rolling_mean_20,rolling_volatility_20,high_low_spread,momentum,volume_change,price_range_ratio,volume_zscore,return_zscore
6/18/2024,186.5599976,187.1999969,182.3699951,184.8600006,68982300,TSLA,-0.013764414,178.275,0.028391655,4.830001831,-2.580001831,0.92036549,0.02612789,-0.29656485,-0.595251336
6/20/2024,184.6799927,185.2100067,179.6600037,181.5700073,55893100,TSLA,-0.017797216,178.0235001,0.024463996,5.550003052,-3.289993286,0.776483779,0.030566739,-0.886550906,-0.683191163
6/21/2024,182.3000031,183.9499969,180.6900024,183.0099945,61937300,TSLA,0.007930755,178.1684998,0.023199179,3.259994507,1.439987183,0.876510442,0.017813205,-0.488729855,0.296511848
6/24/2024,184.9700012,188.8000031,182.5500031,182.5800018,61992100,TSLA,-0.002349558,178.6104996,0.021590131,6.25,-0.429992676,0.883527222,0.034231569,-0.455137666,-0.234012757
6/25/2024,184.3999939,187.9700012,182.0099945,187.3500061,62905700,TSLA,0.026125557,179.0159996,0.021232201,5.960006714,4.770004272,0.898262819,0.031812151,-0.395785219,1.116195907
6/26/2024,186.5399933,197.7599945,186.3600006,196.3699951,95737100,TSLA,0.048145123,179.9969994,0.02316624,11.3999939,9.019989014,1.332821108,0.058053645,1.278150257,1.83961681
6/27/2024,195.1699982,198.7200012,194.0500031,197.4199982,72746500,TSLA,0.005347065,181.0584991,0.023076074,4.669998169,1.050003052,1.000245914,0.023655142,0.000979,-0.02629657
6/28/2024,199.5500031,203.1999969,195.2599945,197.8800049,95438100,TSLA,0.002330092,182.0129997,0.022993728,7.940002441,0.460006714,1.296368087,0.04012534,1.151869963,-0.130577425
07-01-2024,201.0200043,213.2299957,200.8500061,209.8600006,135691400,TSLA,0.060541719,183.6019997,0.02595433,12.37998962,11.97999573,1.761346673,0.058991659,2.50740504,2.002884478
07-02-2024,218.8899994,231.3000031,218.0599976,231.2599945,205047900,TSLA,0.101972714,186.3504997,0.032888479,13.24000549,21.3999939,2.445051948,0.057251603,3.289938153,2.670032267
07-03-2024,234.5599976,248.3500061,234.25,246.3899994,166561500,TSLA,0.065424221,189.9314995,0.034325323,14.1000061,15.13000488,1.867539956,0.057226373,1.900723118,1.385638496
07-05-2024,249.8099976,252.3699951,242.4600067,251.5200043,154501200,TSLA,0.02082067,193.7574997,0.034106876,9.909988403,5.130004883,1.643367198,0.039400399,1.423400634,0.05816144
07-08-2024,247.7100067,259.4400024,244.5700073,252.9400024,157219600,TSLA,0.005645667,197.5074997,0.034232903,14.86999512,1.419998169,1.598058174,0.058788626,1.327222555,-0.369047897
07-09-2024,251,265.6099854,250.3000031,262.3299866,160210900,TSLA,0.037123365,201.7499992,0.034110408,15.3099823,9.389984131,1.546736603,0.058361541,1.252417569,0.494238895
07-10-2024,262.7999878,267.5899963,257.8599854,263.2600098,128519400,TSLA,0.003545242,206.2235001,0.032984231,9.730010986,0.930023193,1.1958943,0.0369597,0.481116226,-0.543782574
07-11-2024,263.2999878,271,239.6499939,241.0299988,221707300,TSLA,-0.084441275,209.7419998,0.03980916,31.3500061,-22.23001099,1.922632253,0.130066823,2.153527537,-2.577326715
07-12-2024,235.8000031,251.8399963,233.0899963,248.2299957,155955800,TSLA,0.029871788,213.2889999,0.039613735,18.75,7.199996948,1.315053075,0.075534788,0.749712169,0.306982343
7/15/2024,255.9700012,265.6000061,251.7299957,252.6399994,146912900,TSLA,0.017765797,216.7974998,0.039521316,13.87001038,4.410003662,1.224384157,0.054900295,0.535925792,0.015873002
7/16/2024,255.3099976,258.6199951,245.8000031,256.5599976,126332500,TSLA,0.015516142,220.725,0.038299775,12.81999207,3.919998169,1.033784223,0.049968788,0.083495242,-0.094524323
7/17/2024,252.7299957,258.4700012,246.1799927,248.5,115584800,TSLA,-0.031415644,223.7779999,0.039017528,12.29000854,-8.059997559,0.943596606,0.049456775,-0.13989645,-1.18748001
7/18/2024,251.0899963,257.1400146,247.1999969,249.2299957,110869000,TSLA,0.002937609,226.9964996,0.038547251,9.9400177,0.729995728,0.889883597,0.039882911,-0.28663504,-0.332433124
7/19/2024,247.7899933,249.4400024,236.8300018,239.1999969,87403900,TSLA,-0.040243947,229.8779991,0.039879241,12.61000061,-10.02999878,0.692781433,0.052717395,-0.843272308,-1.375994146
7/22/2024,244.2100067,253.2100067,243.75,251.5099945,101225400,TSLA,0.051463201,233.3029991,0.040674449,9.460006714,12.30999756,0.790032479,0.037612846,-0.61329523,0.852056392
7/23/2024,253.6000061,255.7599945,245.6300049,246.3800049,111928200,TSLA,-0.020396762,236.4929993,0.041316901,10.12998962,-5.129989624,0.856866898,0.041115307,-0.45329514,-0.878591542
7/24/2024,225.4199982,225.9900055,214.7100067,215.9900055,167942900,TSLA,-0.123346046,237.9249992,0.05160764,11.27999878,-30.38999939,1.235993793,0.052224633,0.826797557,-2.553427798
7/25/2024,216.8000031,226,216.2299957,220.25,100636500,TSLA,0.019723109,239.1189995,0.050842116,9.770004272,4.259994507,0.739312227,0.044358703,-0.920948176,0.250065776
7/26/2024,221.1900024,222.2799988,215.3300018,219.8000031,94604100,TSLA,-0.002043119,240.2379997,0.050881671,6.949996948,-0.449996948,0.689460562,0.03161964,-1.154282736,-0.170647815
7/29/2024,224.8999939,234.2700043,224.6999969,232.1000061,129201800,TSLA,0.055959977,241.9489998,0.052042519,9.570007324,12.30000305,0.93015946,0.041232258,-0.272083782,0.896166376
7/30/2024,232.25,232.4100037,220,222.6199951,100560300,TSLA,-0.04084451,242.5869995,0.051727603,12.41000366,-9.480010986,0.733233807,0.055745234,-0.997653401,-0.871805706
7/31/2024,227.8999939,234.6799927,226.7899933,232.0700073,67497000,TSLA,0.042449072,242.6275002,0.047335126,7.88999939,9.450012207,0.518136545,0.033998359,-1.735840915,0.869826448
08-01-2024,227.6900024,231.8699951,214.3300018,216.8600006,83861900,TSLA,-0.065540597,241.1510002,0.047051747,17.53999329,-15.21000671,0.66486477,0.080881644,-1.157492275,-1.280889384
08-02-2024,214.8800049,216.1300049,205.7799988,207.6699982,82880100,TSLA,-0.042377582,238.9584999,0.047328473,10.3500061,-9.190002441,0.676281223,0.049838716,-1.069369309,-0.717224839
08-05-2024,185.2200012,203.8800049,182,198.8800049,100308800,TSLA,-0.042326736,236.2555,0.047790809,21.88000488,-8.789993286,0.837951443,0.110016112,-0.531790203,-0.659032386
08-06-2024,200.75,202.8999939,192.6699982,200.6399994,73783900,TSLA,0.00884953,233.1710007,0.046703429,10.22999573,1.759994507,0.639453763,0.050986821,-1.138347092,0.451664209
08-07-2024,200.7700043,203.4900055,191.4799957,191.7599945,71159800,TSLA,-0.044258398,229.5959999,0.04707457,12.01000977,-8.880004883,0.632431238,0.062630424,-1.097215359,-0.629288347
08-08-2024,195.6999969,200.6999969,192.0399933,198.8399963,65033900,TSLA,0.036921162,227.4864998,0.045394729,8.660003662,7.080001831,0.621239075,0.043552624,-1.362083687,1.002053779
08-09-2024,197.0500031,200.8800049,195.1100006,200,58648300,TSLA,0.005833855,225.075,0.044635312,5.770004272,1.160003662,0.587547636,0.028850021,-1.459560948,0.349556183
08-12-2024,199.0200043,199.2599945,194.6699982,197.4900055,64044900,TSLA,-0.012549973,222.3175003,0.0441633,4.589996338,-2.509994507,0.669397776,0.023241664,-1.172130095,-0.028654781
8/13/2024,198.4700012,208.4900055,197.0599976,207.8300018,76247400,TSLA,0.052357061,219.8810005,0.046067259,11.43000793,10.33999634,0.818358516,0.05499691,-0.643337502,1.341505864
8/14/2024,207.3899994,208.4400024,198.75,201.3800049,70250000,TSLA,-0.031034966,217.5250008,0.04605778,9.690002441,-6.449996948,0.772789833,0.048117997,-0.787546624,-0.469227187
8/15/2024,205.0200043,215.8800049,204.8200073,214.1399994,89848500,TSLA,0.063362768,215.7705009,0.048810878,11.05999756,12.75999451,0.999945689,0.051648443,-0.000189134,1.429290256
8/16/2024,211.1499939,219.8000031,210.8000031,216.1199951,88765100,TSLA,0.009246268,214.6165009,0.048256266,9,1.979995728,0.987140553,0.041643532,-0.044824893,0.272998783
8/19/2024,217.0700073,222.9799957,214.0899963,222.7200012,76435200,TSLA,0.030538619,213.1770012,0.047207583,8.88999939,6.600006104,0.861902757,0.039915586,-0.474299696,0.752262233
8/20/2024,224.8800049,228.2200012,219.5599976,221.1000061,74001200,TSLA,-0.007273685,211.9130013,0.047072942,8.660003662,-1.619995117,0.852690044,0.039167813,-0.503063716,-0.062795638
8/21/2024,222.6699982,224.6600037,218.8600006,223.2700043,70146000,TSLA,0.009814555,212.2770012,0.037868723,5.800003052,2.169998169,0.856528121,0.025977529,-0.69167842,0.197372233
8/22/2024,223.8200073,224.8000031,210.3200073,210.6600037,79514500,TSLA,-0.056478705,211.7975014,0.039811361,14.47999573,-12.61000061,0.983607855,0.068736331,-0.080763838,-1.381739622
8/23/2024,214.4600067,221.4799957,214.2100067,220.3200073,81525200,TSLA,0.045855898,211.8235016,0.041191861,7.269989014,9.660003662,1.0167051,0.032997407,0.083263651,1.090766876
8/26/2024,218.75,219.0899963,211.0099945,213.2100067,59301200,TSLA,-0.032271244,210.8790016,0.039684648,8.080001831,-7.11000061,0.773251919,0.037896917,-1.456952574,-0.725340009
8/27/2024,213.25,215.6600037,206.9400024,209.2100067,62821400,TSLA,-0.018760846,210.2085022,0.038889757,8.720001221,-4,0.839816579,0.041680612,-1.099133491,-0.421155849
8/28/2024,209.7200012,211.8399963,202.5899963,205.75,64116400,TSLA,-0.016538438,208.8925018,0.037523628,9.25,-3.460006714,0.859069748,0.044957473,-0.952216603,-0.298661563
8/29/2024,209.8000031,214.8899994,205.9700012,206.2799988,62308800,TSLA,0.002575936,208.3635017,0.034760715,8.919998169,0.529998779,0.847081509,0.043242186,-1.008864514,0.129504865
8/30/2024,208.6300049,214.5700073,207.0299988,214.1100006,63370600,TSLA,0.037958124,208.6855019,0.03448075,7.540008545,7.830001831,0.8730951,0.035215583,-0.826522175,1.040206062
09-03-2024,215.2599945,219.8999939,209.6399994,210.6000061,76714200,TSLA,-0.016393417,209.2715019,0.033185784,10.25999451,-3.509994507,1.074401109,0.048717921,0.582531527,-0.59607216
09-04-2024,210.5899963,222.2200012,210.5700073,219.4100037,80651800,TSLA,0.041832846,210.2100021,0.03427323,11.6499939,8.809997559,1.12414179,0.053096913,0.953543332,1.073606847
09-05-2024,223.4900055,235,222.25,230.1699982,119355000,TSLA,0.049040583,212.1305023,0.033552394,12.75,10.75999451,1.609534518,0.05539384,3.192820952,1.172457699
09-06-2024,232.6000061,233.6000061,210.5099945,210.7299957,112177000,TSLA,-0.084459324,212.7250023,0.038918449,23.0900116,-19.44000244,1.466133444,0.109571547,2.185624133,-2.263505425
09-09-2024,216.1999969,219.8699951,213.6699982,216.2700043,67443500,TSLA,0.026289606,213.5385025,0.039246744,6.199996948,5.540008545,0.876437156,0.028667854,-0.597075217,0.551231011
09-10-2024,220.0700073,226.3999939,218.6399994,226.1699982,78891100,TSLA,0.045776084,214.9725021,0.040059561,7.759994507,9.899993896,1.015405203,0.03431045,0.076552147,0.95368489
09-11-2024,224.5500031,228.4700012,216.8000031,228.1300049,83548600,TSLA,0.008666077,215.9875023,0.038655455,11.66999817,1.960006714,1.070322658,0.051155034,0.349981844,0.084819604
09-12-2024,224.6600037,231.4499969,223.8300018,229.8099976,71894900,TSLA,0.00736419,217.4090019,0.03769283,7.619995117,1.679992676,0.920060285,0.033157805,-0.399251861,0.001509441
9/13/2024,228,232.6699982,226.3200073,230.2899933,59515100,TSLA,0.002088663,218.2165016,0.035311793,6.349990845,0.479995728,0.776707658,0.02757389,-1.074796563,-0.061025681
9/16/2024,229.3000031,229.9600067,223.5299988,226.7799988,54323000,TSLA,-0.015241628,218.7495018,0.035552922,6.430007935,-3.509994507,0.725247216,0.028353505,-1.255434431,-0.513623691
9/17/2024,229.4499969,234.5700073,226.5500031,227.8699951,66761600,TSLA,0.004806404,219.0070015,0.034965369,8.020004272,1.089996338,0.897103571,0.035195526,-0.464443841,0.087910416
9/18/2024,230.0899963,235.6799927,226.8800049,227.1999969,78010200,TSLA,-0.002940265,219.312001,0.034920019,8.799987793,-0.669998169,1.045439795,0.038732341,0.205417282,-0.140020542
9/19/2024,234,244.2400055,232.1300049,243.9199982,102694600,TSLA,0.073591556,220.3445007,0.038413353,12.11000061,16.72000122,1.346868566,0.049647428,1.501874401,1.782022266
9/20/2024,241.5200043,243.9900055,235.9199982,238.25,99879100,TSLA,-0.023245319,221.7240005,0.036266479,8.070007324,-5.669998169,1.292679567,0.033872014,1.230319153,-0.828453545
